"","duration","gross","genres","movie_title","num_voted_users","plot_keywords","movie_imdb_link","language","country","budget","title_year","imdb_score"
"123",105,177243721,"Adventure|Comedy|Family|Fantasy","Night at the Museum: Battle of the Smithsonian ",130272,"hdtv|motorcycle|museum|security guard|tyrannosaurus rex","http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2009,5.9
"124",119,179883016,"Action|Adventure|Fantasy|Sci-Fi|Thriller","X-Men Origins: Wolverine ",361924,"army|civil war|claw fight|commando|wolverine the character","http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2009,6.7
"125",129,139259759,"Action|Sci-Fi","The Matrix Revolutions ",364948,"battle|epic|fight|future|machine","http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1","English","Australia",1.5e+08,2003,6.7
"126",102,400736600,"Adventure|Animation|Comedy|Family|Fantasy|Musical","Frozen ",421658,"magic|sister love|sister sister relationship|snow|snowman","http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2013,7.6
"127",138,281492479,"Action|Sci-Fi","The Matrix Reloaded ",421818,"car motorcycle chase|one against many|oracle|prophecy|stylized violence","http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2003,7.2
"128",112,206360018,"Action|Adventure|Fantasy","Thor: The Dark World ",414070,"arrest|portal|thor|warrior|weapon","http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1","English","USA",1.7e+08,2013,7.1
"129",120,153629485,"Action|Adventure|Sci-Fi|Thriller","Mad Max: Fury Road ",552503,"australia|desert|escape|on the run|post apocalypse","http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1","English","Australia",1.5e+08,2015,8.1
"130",146,133375846,"Mystery|Thriller","Angels & Demons ",207839,"conclave|illuminati|murder|reference to bernini|reference to raphael","http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2009,6.7
"131",115,181015141,"Action|Adventure|Fantasy","Thor ",536314,"battle|marvel cinematic universe|scientist|thor|throne","http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2011,7
"132",96,114053579,"Adventure|Animation|Comedy|Drama|Family","Bolt ",146766,"cat|dog|hamster|new york city|superpower","http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2008,6.9
"133",88,119420252,"Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi","G-Force ",33042,"fbi director|guinea pig|household appliance|secret agent|talking mouse","http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2009,5.1
"134",99,83640426,"Action|Adventure|Fantasy","Wrath of the Titans ",152826,"ares|hades|titan|underworld|zeus","http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2012,5.8
"135",113,79711678,"Comedy|Fantasy|Horror","Dark Shadows ",199039,"camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup","http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1","English","USA",1e+08,2012,6.2
"136",131,195000874,"Action|Adventure|Thriller","Mission: Impossible - Rogue Nation ",232187,"capture|computer hacker|mission|rogue agent|spy","http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1","English","China",1.5e+08,2015,7.4
"137",119,61937495,"Drama|Fantasy|Horror|Thriller","The Wolfman ",89442,"asylum|death|full moon|transformation|werewolf","http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2010,5.8
"138",110,124051759,"Action|Adventure|Drama|Romance","The Legend of Tarzan ",42372,"africa|capture|jungle|male objectification|tarzan","http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1","English","USA",1.8e+08,2016,6.6
"139",91,126597121,"Adventure|Animation|Comedy|Family","Bee Movie ",105902,"bee|dream sequence|egg|scatological humor|squashed bug","http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2007,6.2
"140",90,165230261,"Action|Adventure|Animation|Comedy|Family","Kung Fu Panda 2 ",182718,"china|kung fu|panda|peacock|tigress","http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2011,7.3
"141",103,131564731,"Action|Adventure|Family|Fantasy","The Last Airbender ",118951,"avatar|fire|kingdom|tribe|water","http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2010,4.2
"142",124,133382309,"Action|Adventure|Thriller","Mission: Impossible III ",256695,"arms dealer|fictional government agency|mission|rescue|vatican","http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2006,6.9
"143",131,73103784,"Action|Drama|Thriller","White House Down ",164238,"black u.s. president|president|secret service|tour|white house","http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2013,6.4
"144",88,21379315,"Action|Adventure|Animation|Comedy|Family|Sci-Fi","Mars Needs Moms ",17590,"boy|martian|rescue|robot|sexism","http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2011,5.4
"145",85,64459316,"Adventure|Animation|Comedy|Family","Flushed Away ",85086,"boat|frog|rat|sewer|toad","http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1","English","UK",1.49e+08,2006,6.7
"146",111,34964818,"Adventure|Family|Fantasy","Pan ",39956,"1940s|child hero|fantasy world|orphan|reference to peter pan","http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2015,5.8
"147",92,111505642,"Adventure|Animation|Comedy|Family|Sci-Fi","Mr. Peabody & Sherman ",47900,"dog|father son relationship|inventor|talking dog|time travel","http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1","English","USA",1.45e+08,2014,6.9
"148",196,133228348,"Adventure","Troy ",381672,"greek|mythology|prince|trojan|troy","http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1","English","USA",1.75e+08,2004,7.2
"149",93,216366733,"Adventure|Animation|Comedy|Family","Madagascar 3: Europe's Most Wanted ",119213,"animal|circus|island name in title|lemur|penguin","http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1","English","USA",1.45e+08,2012,6.9
"150",133,160201106,"Action|Adventure|Thriller","Die Another Day ",169914,"catfight|clinic|colonel|diamond|patricide","http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1","English","UK",1.42e+08,2002,6.1
"151",116,118099659,"Action|Comedy|Fantasy|Sci-Fi","Ghostbusters ",69757,"ghost|ghostbuster|ghostbusters|male objectification|reboot","http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1","English","USA",1.44e+08,2016,5.5
"152",153,201573391,"Action|Adventure|Sci-Fi|Thriller","Armageddon ",322395,"asteroid|astronaut|bomb|meteorite|outer space","http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1","English","USA",1.4e+08,1998,6.6
"153",88,190418803,"Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi","Men in Black II ",270207,"alien|lingerie|lingerie model|m.i.b.|pug","http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1","English","USA",1.4e+08,2002,6.1
"154",115,82161969,"Action|Adventure|Animation|Fantasy","Beowulf ",142440,"creature|demon|king|reward|warrior","http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2007,6.3
"155",95,143523463,"Action|Adventure|Animation|Comedy|Family","Kung Fu Panda 3 ",64322,"china|kung fu|panda|pig|village","http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1","English","USA",1.45e+08,2016,7.2
"156",133,209364921,"Action|Adventure|Thriller","Mission: Impossible - Ghost Protocol ",365104,"dubai|kremlin|race against time|russian|terrorist","http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1","English","USA",1.45e+08,2011,7.4
"157",97,103400692,"Adventure|Animation|Family|Fantasy","Rise of the Guardians ",123553,"belief|box office hit|children|new york city|tooth","http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1","English","USA",1.45e+08,2012,7.3
"158",90,110332737,"Comedy|Crime","Fun with Dick and Jane ",110788,"animal abuse|ceo|heist|suburb|unemployment","http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1","English","USA",1e+08,2005,6.1
"159",154,111110575,"Action|Drama|History|War","The Last Samurai ",317166,"captain|emperor|honor|japan|samurai","http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1","English","USA",1.4e+08,2003,7.7
"160",150,65007045,"Action|Adventure|Drama","Exodus: Gods and Kings ",128682,"egypt|exodus|moses|pharaoh|plague","http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1","English","UK",1.4e+08,2014,6.1
"161",127,257704099,"Action|Adventure|Sci-Fi","Star Trek ",504419,"box office hit|future|lifted by the throat|star trek|vulcan","http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2009,8
"162",121,403706375,"Action|Adventure|Fantasy|Romance","Spider-Man ",544665,"evil|goblin|spider|spider man|superhero","http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1","English","USA",1.39e+08,2002,7.3
"163",102,176997107,"Action|Adventure|Animation|Comedy|Family|Fantasy","How to Train Your Dragon 2 ",221128,"dragon|father son relationship|husband wife relationship|mother son relationship|viking","http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1","English","USA",1.45e+08,2014,7.9
"164",126,31141074,"Action|Adventure|Fantasy","Gods of Egypt ",51892,"ancient egypt|egypt|egyptian|egyptian god|egyptian goddess","http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1","English","USA",1.4e+08,2016,5.5
"165",121,31704416,"Action|Adventure|Sci-Fi|Thriller","Stealth ",45455,"artificial intelligence|box office flop|fighter jet|navy|pilot","http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1","English","USA",1.35e+08,2005,5
"166",215,107503316,"Action|Drama|Mystery|Sci-Fi","Watchmen ",392474,"conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity","http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2009,7.7
"167",127,129734803,"Action|Crime|Thriller","Lethal Weapon 4 ",127497,"kung fu|lapd|martial arts|private investigator|triad","http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1","English","USA",1.4e+08,1998,6.6
"168",138,132122995,"Action|Sci-Fi","Hulk ",212106,"1980s|c 130 hercules|monster|panzer|san francisco california","http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1","English","USA",1.37e+08,2003,5.7
"169",122,122512052,"Action|Adventure|Sci-Fi|Thriller","G.I. Joe: Retaliation ",146352,"general|gi joe|martial arts|ninja|president","http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2013,5.8
"170",124,68642452,"Action|Adventure|Comedy|Thriller","Sahara ",77673,"beach|civil war|desert|dictator|ship","http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1","English","UK",1.3e+08,2005,6
"171",106,32131830,"Action|Adventure|Animation|Fantasy|Romance|Sci-Fi","Final Fantasy: The Spirits Within ",72259,"general|military|scientist|soldier|year 2065","http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1","English","USA",1.37e+08,2001,6.4
"172",124,176636816,"Action|Adventure|Sci-Fi","Captain America: The First Avenger ",508818,"arctic|captain america|scientist|tesseract|war bond","http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1","English","USA",1.4e+08,2011,6.9
"173",128,126930660,"Action|Adventure|Thriller","The World Is Not Enough ",157519,"british|oil|scientist|terrorist|tycoon","http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1","English","UK",1.35e+08,1999,6.4
"174",138,93926386,"Action|Adventure|Drama|History|War","Master and Commander: The Far Side of the World ",168207,"1800s|napoleonic wars|pursuit|royal navy|ship","http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2003,7.4
"175",115,292298923,"Adventure|Drama|Fantasy|Romance","The Twilight Saga: Breaking Dawn - Part 2 ",185394,"battle|friend|super strength|vampire|vision","http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1","English","USA",1.2e+08,2012,5.5
"176",100,63992328,"Animation|Comedy|Family|Musical","Happy Feet 2 ",32399,"3d|antarctica|krill|penguin|sequel","http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1","English","Australia",1.35e+08,2011,5.9
"177",135,134518390,"Action|Adventure|Sci-Fi","The Incredible Hulk ",326286,"antidote|cure|hulk|marvel cinematic universe|opening action scene","http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1","English","USA",1.5e+08,2008,6.8
"179",117,52792307,"Adventure|Family|Fantasy","The BFG ",12572,"cannibal|evil brother|giant|london england|queen","http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1","English","UK",1.4e+08,2016,6.8
"180",156,183635922,"Adventure|Drama|Thriller|Western","The Revenant ",406020,"bear attack|cauterizing a wound|native american|revenge|survival","http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1","English","USA",1.35e+08,2015,8.1
"181",96,83024900,"Adventure|Animation|Comedy|Family|Sport","Turbo ",62424,"accident|freak accident|race|snail|underdog","http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1","English","USA",1.35e+08,2013,6.5
"182",107,123207194,"Adventure|Animation|Comedy|Family|Western","Rango ",183208,"chameleon|lizard|sheriff|water|western town","http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1","English","USA",1.35e+08,2011,7.2
"183",92,83348920,"Adventure|Animation|Comedy|Family","Penguins of Madagascar ",60230,"little girl|park|spy|statue of liberty|television van","http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1","English","USA",1.32e+08,2014,6.7
"184",115,227137090,"Action|Mystery|Thriller","The Bourne Ultimatum ",491077,"action hero|cia|dark past|flashback|memory","http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1","English","USA",1.1e+08,2007,8.1
"185",92,215395021,"Action|Adventure|Animation|Comedy|Family","Kung Fu Panda ",307029,"kung fu|kung fu master|master|panda|snow leopard","http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2008,7.6
"186",117,180191634,"Action|Adventure|Comedy|Sci-Fi","Ant-Man ",313866,"ant|chinatown san francisco|heist|sabotage|vault","http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2015,7.4
"187",146,424645577,"Adventure|Sci-Fi|Thriller","The Hunger Games: Catching Fire ",498397,"president|snow|television|tour|uprising","http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2013,7.6
"188",115,292298923,"Adventure|Drama|Fantasy|Romance","The Twilight Saga: Breaking Dawn - Part 2 ",185394,"battle|friend|super strength|vampire|vision","http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1","English","USA",1.2e+08,2012,5.5
"189",94,177343675,"Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi","Home ",70121,"alien friendship|alien invasion|australia|flying car|mother daughter relationship","http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1","English","USA",1.35e+08,2015,6.7
"190",116,234277056,"Adventure|Sci-Fi|Thriller","War of the Worlds ",334345,"alien|fight|storm|survival|tripod","http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1","English","USA",1.32e+08,2005,6.5
"191",147,138396624,"Action|Comedy|Crime|Thriller","Bad Boys II ",178126,"cuba|dea|drugs|money|undercover","http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2003,6.6
"192",90,149234747,"Action|Adventure|Animation|Comedy|Family|Fantasy","Puss in Boots ",114287,"betrayal|egg|friend|goose|hero","http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2011,6.7
"193",101,118311368,"Action|Crime|Mystery|Thriller","Salt ",245621,"cia|on the run|russian|russian spy|strong female lead","http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1","English","USA",1.1e+08,2010,6.4
"194",138,101160529,"Action|Adventure|Drama","Noah ",200022,"ark|flood|noah's ark|water|wrath of god","http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1","English","USA",1.25e+08,2014,5.8
"195",107,77564037,"Action|Adventure|Family|Mystery","The Adventures of Tintin ",177383,"captain|morocco|ship|tintin|treasure","http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1","English","USA",1.35e+08,2011,7.4
"196",142,249358727,"Adventure|Family|Fantasy|Mystery","Harry Potter and the Prisoner of Azkaban ",382255,"magic|muggle|serial killer|traitor|wizard","http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1","English","UK",1.3e+08,2004,7.8
"197",165,49551662,"Adventure|Drama|Romance|War","Australia ",102338,"australia|cattle|darwin|drover|japanese","http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1","English","Australia",1.3e+08,2008,6.6
"198",100,60522097,"Action|Adventure|Sci-Fi","After Earth ",158720,"box office flop|father son team|fear|race against time|real life father and son playing father and son","http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2013,4.9
"199",82,137748063,"Adventure|Animation|Family|Thriller","Dinosaur ",38438,"egg|iguanodon|lemur|meteor|nesting grounds","http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1","English","USA",127500000,2000,6.5
"201",98,113733726,"Adventure|Comedy|Family|Fantasy","Night at the Museum: Secret of the Tomb ",67223,"museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet","http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1","English","USA",1.27e+08,2014,6.2
"202",95,148337537,"Action|Animation|Comedy|Family|Sci-Fi","Megamind ",172754,"battle|city|planet|prison|superhero","http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2010,7.3
"203",159,317557891,"Adventure|Family|Fantasy","Harry Potter and the Sorcerer's Stone ",444683,"based on novel|birthday|evil wizard|quidditch|wizard","http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1","English","UK",1.25e+08,2001,7.5
"204",96,33592415,"Action|Comedy|Fantasy","R.I.P.D. ",91640,"drug dealer|gold|partner|police|undead","http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1","English","USA",1.3e+08,2013,5.6
"206",143,305388685,"Action|Adventure|Fantasy","Pirates of the Caribbean: The Curse of the Black Pearl ",809474,"caribbean|curse|governor|pirate|undead","http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1","English","USA",1.4e+08,2003,8.1
"208",123,337103873,"Adventure|Sci-Fi|Thriller","The Hunger Games: Mockingjay - Part 1 ",305008,"based on young adult novel|manipulation|rebellion|symbol|uprising","http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1","English","USA",1.25e+08,2014,6.7
